,Semester,Year,Status,Major...7,Class,Gender...9,Finance?,Non-Business,Section,Survey Y/N,Day/Evening,Food Service,Apparel/Sewing,Other Consumer,Cottage Food,random_id,CompanyLetter,Learning Team,Faculty,Business Name
376,Spring,2022,Registered(03/07/2022),Business Management,JR,Female,No,No,3,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,144GKWR9782IU929,NA,NA,NA,#N/A
377,Winter,2023,Registered(11/14/2022),Business Management,SO,Female,No,No,2,N,NA,N/A,N/A,N/A,N/A,188GGYL2620AL588,B,1,Robert Wilson,Unboxed
378,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,JR,Male,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,254WXPF6931PQ836,E,2,Jared Eberhard,Bussin' Butter
379,Spring,2022,Registered(03/10/2022),Bus Mgmt Marketing,SO,Male,No,No,4,Y,NA,Indifferent or No Opinion,Very Interested,Not Interested,Indifferent or No Opinion,175LQGT7699VA367,NA,NA,NA,#N/A
380,Spring,2023,Registered(03/16/2023),Business Management,FR,Male,No,No,6,N,NA,N/A,N/A,N/A,N/A,792DWNR3326LE855,F,2,Kent Lundin,New Life
381,Fall,2022,Registered(06/07/2022),Business Management,JR,Female,No,No,4,Y,Daytime,No Opinion,Very Interested,Not Interested,No Opinion,759QUKP9877JZ972,NA,NA,NA,#N/A
382,Spring,2022,Registered(03/08/2022),Bus Mgmt Marketing,JR,Male,No,No,3,Y,NA,Very Interested,Very Interested,Not Interested,Not Interested,611JGZY9882OC472,NA,NA,NA,#N/A
383,Spring,2022,Registered(03/14/2022),Bus Mgmt Marketing,SO,Female,No,No,5,N,NA,N/A,N/A,N/A,N/A,421WAGE5976PO856,NA,NA,NA,#N/A
384,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,JR,Female,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,473SZYM3296SG322,A,2,Scott Pope,1793 & Co
385,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,JR,Male,No,No,3,Y,Evening Operations (8-11AM & 7-10PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,700WDNI9740KB919,C,2,Rob Tietjen,Tia Tortilla
386,Fall,2022,Registered(06/07/2022),Bus Mgmt Marketing,SR,Female,No,No,8,Y,Daytime,Not Interested,Very Interested,No Opinion,Very Interested,844ZGKM7540TH384,NA,NA,NA,#N/A
387,Fall,2023,Registered(06/11/2023),Bus Mgmt Marketing,JR,Female,No,No,2,N,N/A,N/A,N/A,N/A,N/A,131AOAA1092CU354,B,1,Mary Maroon,Homeslice
388,Winter,2023,Registered(11/28/2022),General Studies,SO,Male,No,Yes,1,Y,Daytime Operations (8AM-2PM),Not Interested,Indifferent or No Opinion,Very Interested,Not Interested,673JMOV4975HJ814,A,3,Charlie Crump,Golden Links
389,Spring,2023,Registered(03/08/2023),Bus Mgmt Marketing,JR,Male,No,No,4,N,NA,N/A,N/A,N/A,N/A,988XIOK1973SD974,D,1,Jared Peterson,Dashing Dough
390,Fall,2023,Registered(06/05/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,734JERC6048BZ459,H,3,Brian Christensen,Frozone
391,Fall,2022,Registered(07/24/2022),Bus Mgmt Marketing,JR,Male,No,No,3,Y,Daytime,Very Interested,No Opinion,No Opinion,Very Interested,964YTES8304CX324,NA,NA,NA,#N/A
392,Spring,2023,Registered(03/06/2023),Recreation Management,SR,Female,No,Yes,6,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,487KAUV6414QY360,F,1,Kent Lundin,New Life
393,Winter,2023,Registered(11/07/2022),Business Management,SR,Male,No,No,6,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Not Interested,Indifferent or No Opinion,306QFCV5154CZ596,F,3,Chris Boyce,CereALLS
394,Winter,2023,Registered(11/07/2022),Bus Mgmt Marketing,SR,Female,No,No,4,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Not Interested,Very Interested,626IZOO2409EK117,D,1,Alan Thompson,Swift Blend
395,Fall,2023,Registered(07/10/2023),Business Management,JR,Female,No,No,7,N,N/A,N/A,N/A,N/A,N/A,594ENFP8999XF350,G,1,Drew Eagar,Mac Dad
396,Fall,2023,Registered(06/06/2023),Business Management,JR,Female,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Very Interested,165LRBZ6777LW466,H,1,Brian Christensen,Frozone
397,Spring,2023,Registered(03/09/2023),Business Management,JR,Male,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Very Interested,Not Interested,789TNTJ8518ZR258,A,2,Scott Pope,1793 & Co
398,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,JR,Male,No,No,5,Y,Daytime,Not Interested,No Opinion,No Opinion,No Opinion,550PFTK7148FC918,NA,NA,NA,#N/A
399,Fall,2023,Registered(06/08/2023),Business Management,JR,Male,No,No,3,Y,Evening Operations (8-11AM & 7-10PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,684CPQB2289HI256,C,1,Rob Tietjen,Tia Tortilla
400,Fall,2023,Registered(06/08/2023),Bus Mgmt Marketing,JR,Male,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,863QLNV8690HR546,D,1,Chris Boyce,Your Signature Jewlery
401,Fall,2023,Registered(06/08/2023),Business Management,JR,Female,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,217LMFU1931PO630,A,1,Scott Pope,CheFigo
402,Fall,2023,Registered(06/11/2023),Bus Mgmt Marketing,JR,Female,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,Not Interested,884ZGXS8832CA835,A,3,Scott Pope,CheFigo
403,Winter,2023,Registered(11/04/2022),Professional Studies,SR,Male,No,Yes,3,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Not Interested,Very Interested,232GAUX3839TI443,C,2,Drew Eager,Rogers
404,Spring,2023,Registered(03/03/2023),Bus Mgmt Marketing,SR,Male,No,No,6,N,NA,N/A,N/A,N/A,N/A,105EOXX7688WP918,F,2,Kent Lundin,New Life
405,Fall,2022,Registered(08/15/2022),Business Management Ops,JR,Male,No,No,7,Y,Daytime,Very Interested,NA,NA,NA,340QTCI6012IO564,NA,NA,NA,#N/A
406,Spring,2023,Registered(03/27/2023),Business Management,SO,Male,No,No,4,N,NA,N/A,N/A,N/A,N/A,386FRXA4813KB684,D,2,Jared Peterson,Dashing Dough
407,Fall,2022,Registered(06/13/2022),Bus Mgmt Marketing,SO,Male,No,No,6,Y,Evening,Very Interested,No Opinion,Not Interested,Not Interested,789QEVR1990EA540,NA,NA,NA,#N/A
408,Fall,2022,Registered(06/03/2022),Business Management,SR,Male,No,No,4,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,718EKEY6558TN122,NA,NA,NA,#N/A
409,Winter,2023,Registered(11/09/2022),Bus Mgmt Marketing,JR,Female,No,No,1,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,701HSZW4854TK119,A,2,Charlie Crump,Golden Links
410,Fall,2023,Registered(06/04/2023),Musical Arts,SR,Male,No,Yes,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,433CWBV7873XC324,H,2,Brian Christensen,Frozone
411,Spring,2022,Registered(03/21/2022),Bus Mgmt Marketing,SO,Male,No,No,6,N,NA,N/A,N/A,N/A,N/A,477KCKT2997CD846,NA,NA,NA,#N/A
412,Fall,2023,Registered(06/12/2023),Bus Mgmt Marketing,SR,Female,No,No,1,N,N/A,N/A,N/A,N/A,N/A,332GMZS6286GO692,A,2,Scott Pope,CheFigo
413,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,JR,Female,No,No,9,N,N/A,N/A,N/A,N/A,N/A,228FEQN1609QE238,I,1,Dave Rowe,Sunday Blues
414,Fall,2022,Registered(06/09/2022),Business Management,JR,Female,No,No,6,Y,Evening,No Opinion,Not Interested,Very Interested,Not Interested,205QZXF6185RB319,NA,NA,NA,#N/A
415,Spring,2022,Registered(03/14/2022),Business Management,SO,Female,No,No,1,Y,Evening Operations (8-11AM & 7-10PM),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,518CEUA1899QK666,NA,NA,NA,#N/A
416,Winter,2023,Registered(11/07/2022),Business Finance,SR,Male,Yes,No,1,N,NA,N/A,N/A,N/A,N/A,110UOKR8152KN259,A,1,Charlie Crump,Golden Links
417,Fall,2022,Registered(06/04/2022),Bus Mgmt Marketing,SR,Female,No,No,1,Y,Daytime,No Opinion,Not Interested,No Opinion,Very Interested,116EUFP3346CD234,NA,NA,NA,#N/A
418,Winter,2023,Registered(11/04/2022),Business Management Ops,SR,Male,No,No,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,883PWKO4728GW424,C,1,Drew Eager,Rogers
419,Fall,2023,Registered(06/09/2023),Bus Mgmt Marketing,SO,Male,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Very Interested,939YGNX5537MH724,H,1,Brian Christensen,Frozone
420,Fall,2023,Registered(06/08/2023),Bus Mgmt Marketing,JR,Male,No,No,4,N,N/A,N/A,N/A,N/A,N/A,184TYUO7954GB526,D,2,Chris Boyce,Your Signature Jewlery
421,Spring,2023,Registered(03/15/2023),Bus Mgmt Marketing,FR,Female,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Not Interested,Very Interested,580TSDC3431SW322,I,1,Dave Rowe,Easy Peasy
422,Fall,2022,Registered(06/07/2022),Psychology,SR,Male,No,Yes,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,387LYKR9326DE702,NA,NA,NA,#N/A
423,Fall,2023,Registered(06/11/2023),Art,SR,Male,No,Yes,9,N,N/A,N/A,N/A,N/A,N/A,579VBVK8950NY756,I,3,Dave Rowe,Sunday Blues
424,Winter,2023,Registered(12/29/2022),Bus Mgmt Marketing,JR,Male,No,No,4,N,NA,N/A,N/A,N/A,N/A,362EQCO6997TN873,D,3,Alan Thompson,Swift Blend
425,Spring,2023,Registered(03/09/2023),Business Management,JR,Female,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,316HZWM6471UE886,H,1,Charlie Crump,Dippers
426,Fall,2023,Registered(06/12/2023),Bus Mgmt Marketing,SR,Female,No,No,3,Y,I'm fine with either option,Indifferent or No Opinion,Very Interested,Very Interested,Very Interested,530NTBD4839EI192,C,1,Rob Tietjen,Tia Tortilla
427,Fall,2022,Registered(06/06/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,2,Y,Daytime,No Opinion,Very Interested,Very Interested,Very Interested,168ISVG6577OR633,NA,NA,NA,#N/A
428,Spring,2023,Registered(03/09/2023),Bus Mgmt Marketing,JR,Male,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,Not Interested,347PCTR4557JK243,G,3,Brian Christensen,Brims
429,Fall,2023,Registered(06/09/2023),Bus Mgmt Marketing,JR,Female,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,204OYUP8583CZ638,G,3,Drew Eagar,Mac Dad
430,Spring,2023,Registered(03/09/2023),FCS Apparel Entrepreneur,JR,Female,No,Yes,5,N,NA,N/A,N/A,N/A,N/A,641DGCS8829WM413,E,3,Jared Eberhard,Bussin' Butter
431,Fall,2023,Registered(06/12/2023),Business Management,SO,Male,No,No,1,N,N/A,N/A,N/A,N/A,N/A,458WUNV9597VW281,A,2,Scott Pope,CheFigo
432,Winter,2023,Registered(12/14/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,7,N,NA,N/A,N/A,N/A,N/A,530BZVB6444OW799,G,2,Jared Peterson,MemoRays
433,Winter,2023,Registered(11/04/2022),Bus Mgmt Marketing,SR,Female,No,No,8,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,440KVOH2780UZ666,H,3,Jared Eberhard,Wickalicous
434,Spring,2022,Registered(03/08/2022),Bus Mgmt Marketing,JR,Female,No,No,5,Y,NA,Indifferent or No Opinion,Very Interested,Not Interested,Indifferent or No Opinion,305JGYT1450TQ148,NA,NA,NA,#N/A
435,Fall,2022,Registered(06/10/2022),Business Management,SO,Male,No,No,3,Y,Daytime,Very Interested,Not Interested,No Opinion,Not Interested,263GPLU1886MK500,NA,NA,NA,#N/A
436,Fall,2022,Registered(06/06/2022),Bus Mgmt Marketing,SR,Female,No,No,2,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,998LDLS8683OW704,NA,NA,NA,#N/A
437,Fall,2023,Registered(06/12/2023),Construction Management,SO,Male,No,Yes,1,N,N/A,N/A,N/A,N/A,N/A,237KPLW6039HW476,A,1,Scott Pope,CheFigo
438,Fall,2023,Registered(06/01/2023),Business Management,FR,Female,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,443KGEM7185UF248,E,3,Jared Peterson,Off-Shore
439,Fall,2022,Registered(06/12/2022),Business Management,SR,Male,No,No,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,371CNSZ7552ME850,NA,NA,NA,#N/A
440,Fall,2023,Registered(06/06/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,9,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,149ZSZW3284ZV498,I,1,Dave Rowe,Sunday Blues
441,Winter,2023,Registered(11/04/2022),Bus Mgmt Marketing,SR,Female,No,No,4,Y,I'm fine with either option,Very Interested,Indifferent or No Opinion,Very Interested,Not Interested,109RCBL3962SK303,D,2,Alan Thompson,Swift Blend
442,Spring,2023,Registered(03/10/2023),Bus Mgmt Marketing,SO,Male,No,No,8,Y,I'm fine with either option,Very Interested,Very Interested,Not Interested,Very Interested,774CMGQ7675CB355,H,1,Charlie Crump,Dippers
443,Spring,2022,Registered(03/04/2022),Bus Mgmt Marketing,SR,Female,No,No,7,N,Evening Operations (8-11AM & 7-10PM),N/A,N/A,N/A,N/A,339EYMV2094HD577,NA,NA,NA,#N/A
444,Spring,2022,Registered(03/04/2022),Business Management Ops,SR,Female,No,No,2,Y,Daytime Operations (8AM-2PM),Very Interested,NA,NA,NA,684MPOL6846SA762,NA,NA,NA,#N/A
445,Winter,2023,Registered(11/13/2022),Business Management,SR,Male,No,No,2,N,NA,N/A,N/A,N/A,N/A,750NFZU4357PQ834,B,1,Robert Wilson,Unboxed
446,Winter,2023,Registered(12/06/2022),Business Management,JR,Female,No,No,2,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Very Interested,Very Interested,403YMSU2934ZT819,B,2,Robert Wilson,Unboxed
447,Fall,2023,Registered(06/13/2023),Bus Mgmt Marketing,SO,Female,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Not Interested,Very Interested,391ZWLR9900DO110,G,3,Drew Eagar,Mac Dad
448,Spring,2023,Registered(03/08/2023),Bus Mgmt Marketing,JR,Female,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Not Interested,Not Interested,801EZVS4407ID760,D,2,Jared Peterson,Dashing Dough
449,Spring,2023,Registered(03/02/2023),Bus Mgmt Marketing,SO,Female,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Very Interested,135IKKT2761QL823,I,3,Dave Rowe,Easy Peasy
450,Spring,2022,Registered(03/07/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,2,Y,NA,Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,831XNYK4386ZX712,NA,NA,NA,#N/A
451,Fall,2022,Registered(06/08/2022),Bus Mgmt Marketing,JR,Female,No,No,6,Y,Evening,Very Interested,No Opinion,Very Interested,No Opinion,513OUVP4497WG335,NA,NA,NA,#N/A
452,Spring,2022,Registered(03/22/2022),Bus Mgmt Marketing,JR,Female,No,No,5,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,101RZRW2236CH497,NA,NA,NA,#N/A
453,Spring,2022,Registered(03/08/2022),Business Management,JR,Female,No,No,4,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,219KWCU9776JI657,NA,NA,NA,#N/A
454,Spring,2023,Registered(03/09/2023),Business Management,SO,Male,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,715PUWX9102QZ531,H,3,Charlie Crump,Dippers
455,Spring,2023,Registered(03/10/2023),Recreation Management,JR,Male,No,Yes,3,Y,I'm fine with either option,Very Interested,Not Interested,Not Interested,Indifferent or No Opinion,826CWVV5865RK538,C,2,Chris Boyce,The Chap Shack
456,Fall,2022,Registered(06/13/2022),Bus Mgmt Marketing,SO,Female,No,No,3,Y,Daytime,Very Interested,No Opinion,Very Interested,No Opinion,178WTYW6908IV327,NA,NA,NA,#N/A
457,Winter,2023,Registered(12/13/2022),Business Management,SO,Male,No,No,6,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,422NTEI8989UY255,F,3,Chris Boyce,CereALLS
458,Spring,2023,Registered(03/13/2023),Business Management,SO,Male,No,No,6,N,NA,N/A,N/A,N/A,N/A,815LFFW4348KK201,F,3,Kent Lundin,New Life
459,Fall,2023,Registered(06/08/2023),Exercise Physiology,JR,Male,No,Yes,2,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,917KKHR2520IF384,B,1,Mary Maroon,Homeslice
460,Spring,2023,Registered(03/06/2023),Therapeutic Recreation,SR,Female,No,Yes,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Not Interested,Not Interested,631VFDK9805XS294,G,1,Brian Christensen,Brims
461,Winter,2023,Registered(11/30/2022),Bus Mgmt Marketing,JR,Male,No,No,5,Y,I'm fine with either option,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,558FQCA5143SW111,E,1,Rob Tietjen,After Hours
462,Spring,2023,Registered(03/09/2023),Business Management,JR,Male,No,No,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,913JFOY5098YT583,B,3,Rob Tietjen,Walk'in Tacos
463,Fall,2023,Registered(06/02/2023),Business Management,SR,Female,No,No,2,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,552QLOM4109VP603,B,2,Mary Maroon,Homeslice
464,Winter,2023,Registered(11/09/2022),Bus Mgmt Marketing,JR,Female,No,No,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Not Interested,Very Interested,574HUYO9594HO363,C,1,Drew Eager,Rogers
465,Spring,2022,Registered(03/14/2022),Business Management,SO,Female,No,No,2,Y,NA,Very Interested,Very Interested,Very Interested,Indifferent or No Opinion,504EVAS6295YE165,NA,NA,NA,#N/A
466,Spring,2023,Registered(03/05/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Very Interested,281FGRP3333JR795,G,3,Brian Christensen,Brims
467,Fall,2023,Registered(06/07/2023),FCS Apparel Entrepreneur,JR,Female,No,Yes,6,N,N/A,N/A,N/A,N/A,N/A,665PJTL6537NQ608,F,2,Kent Lundin,On-A-Stick
468,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,JR,Male,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Not Interested,Very Interested,578RZIX3472DJ274,G,3,Drew Eagar,Mac Dad
469,Winter,2023,Registered(11/05/2022),Bus Mgmt Marketing,SR,Female,No,No,6,Y,Daytime Operations (8AM-2PM),Not Interested,Indifferent or No Opinion,Very Interested,Very Interested,501HYKB7804KS484,F,1,Chris Boyce,CereALLS
470,Spring,2023,Registered(03/08/2023),Business Management,JR,Male,No,No,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,386PLNG1692IM685,B,1,Rob Tietjen,Walk'in Tacos
471,Spring,2022,Registered(03/04/2022),Interdisciplinary,JR,Female,No,Yes,1,Y,NA,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,573VEBB8675UU324,NA,NA,NA,#N/A
472,Fall,2023,Registered(06/06/2023),Bus Mgmt Marketing,SR,Male,No,No,2,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,122LNOM3803TU232,B,3,Mary Maroon,Homeslice
473,Winter,2023,Registered(11/10/2022),Bus Mgmt Marketing,JR,Male,No,No,4,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Not Interested,Very Interested,514NZMC6249NU748,D,3,Alan Thompson,Swift Blend
474,Spring,2023,Registered(03/13/2023),FCS Apparel Entrepreneur,JR,Male,No,Yes,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Very Interested,Very Interested,Very Interested,751OUYZ1928GZ970,B,1,Rob Tietjen,Walk'in Tacos
475,Fall,2022,Registered(06/11/2022),Business Management,JR,Male,No,No,8,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,709NVPR9821BC821,NA,NA,NA,#N/A
476,Spring,2022,Registered(03/10/2022),Business Management,SO,Female,No,No,1,N,NA,N/A,N/A,N/A,N/A,498YHRW5260QW852,NA,NA,NA,#N/A
477,Fall,2022,Registered(06/13/2022),Bus Mgmt Marketing,SO,Male,No,No,8,Y,Daytime,Very Interested,Not Interested,Very Interested,No Opinion,657EHCQ9743UU713,NA,NA,NA,#N/A
478,Spring,2022,Registered(03/10/2022),Bus Mgmt Marketing,SO,Female,No,No,4,Y,NA,Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,818ZBNV2921DM881,NA,NA,NA,#N/A
479,Spring,2022,Registered(03/03/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,4,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,962KLIH8820QH444,NA,NA,NA,#N/A
480,Fall,2022,Registered(06/06/2022),Bus Mgmt Marketing,SR,Male,No,No,7,Y,Daytime,Very Interested,Not Interested,No Opinion,Very Interested,924ZKHB8504UE362,NA,NA,NA,#N/A
481,Fall,2022,Registered(06/08/2022),Business Management,JR,Female,No,No,5,Y,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,544PWDO7495BR408,NA,NA,NA,#N/A
482,Winter,2023,Registered(11/15/2022),Bus Mgmt Marketing,SO,Female,No,No,3,N,NA,N/A,N/A,N/A,N/A,221JJLH6910XV587,C,3,Drew Eager,Rogers
483,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,JR,Male,No,No,7,Y,Daytime,No Opinion,Very Interested,Very Interested,Not Interested,549ROZW9163ZH335,NA,NA,NA,#N/A
484,Fall,2023,Registered(06/09/2023),Bus Mgmt Marketing,SO,Female,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,502WIEK5198XF114,A,1,Scott Pope,CheFigo
485,Fall,2022,Registered(06/08/2022),Bus Mgmt Marketing,JR,Female,No,No,4,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,531FVCN3062LG814,NA,NA,NA,#N/A
486,Spring,2023,Registered(03/03/2023),Business Management,SR,Female,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Not Interested,Very Interested,942SUJT3131SE324,D,3,Jared Peterson,Dashing Dough
487,Spring,2023,Registered(03/06/2023),Recreation Management,JR,Male,No,Yes,3,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Not Interested,Very Interested,Indifferent or No Opinion,738QESB2837LE886,C,2,Chris Boyce,The Chap Shack
488,Spring,2022,Registered(03/12/2022),Business Management,SO,Male,No,No,2,Y,NA,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,769QMOO4982KS745,NA,NA,NA,#N/A
489,Winter,2023,Registered(11/08/2022),Bus Mgmt Marketing,JR,Male,No,No,8,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Very Interested,Not Interested,669AXFG4992OX766,H,2,Jared Eberhard,Wickalicous
490,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,SO,Female,No,No,4,N,N/A,N/A,N/A,N/A,N/A,492GRMA6510PZ542,D,3,Chris Boyce,Your Signature Jewlery
491,Spring,2022,Registered(03/03/2022),Business Management,SR,Male,No,No,7,N,Evening Operations (8-11AM & 7-10PM),N/A,N/A,N/A,N/A,742YUVM3710CR812,NA,NA,NA,#N/A
492,Fall,2022,Registered(06/09/2022),Business Management,JR,Female,No,No,4,Y,Daytime,Very Interested,Very Interested,Not Interested,No Opinion,320ERJQ9493MJ478,NA,NA,NA,#N/A
493,Fall,2023,Registered(06/12/2023),Business Management,SO,Male,No,No,4,N,N/A,N/A,N/A,N/A,N/A,161DZWW8307XO448,D,3,Chris Boyce,Your Signature Jewlery
494,Fall,2023,Registered(06/07/2023),International Studies,JR,Female,No,Yes,3,Y,Evening Operations (8-11AM & 7-10PM roughly),Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,471DMRJ4129HU856,C,2,Rob Tietjen,Tia Tortilla
495,Fall,2022,Registered(06/21/2022),Business Management Ops,JR,Male,No,No,7,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,481NBUC6884XN166,NA,NA,NA,#N/A
496,Spring,2022,Registered(03/11/2022),Bus Mgmt Marketing,SO,Male,No,No,1,Y,Daytime Operations (8AM-2PM),Not Interested,Indifferent or No Opinion,Very Interested,Not Interested,658UUMJ4514OL142,NA,NA,NA,#N/A
497,Winter,2023,Registered(11/03/2022),Bus Mgmt Marketing,SR,Male,No,No,6,Y,I'm fine with either option,Not Interested,Very Interested,Very Interested,Indifferent or No Opinion,629CWAI8719UE212,F,1,Chris Boyce,CereALLS
498,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,JR,Male,No,No,4,Y,Evening,Very Interested,No Opinion,Very Interested,Very Interested,279YEJN9391WQ569,NA,NA,NA,#N/A
499,Spring,2023,Registered(03/14/2023),Business Finance,SO,Male,Yes,No,6,N,NA,N/A,N/A,N/A,N/A,573YVUP7272AP329,F,3,Kent Lundin,New Life
500,Spring,2023,Registered(03/15/2023),Business Finance,FR,Male,Yes,No,3,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,669DXIQ8329CX375,C,3,Chris Boyce,The Chap Shack
