"","Semester","Year","Status","Cross-listed Course","Major...7","Class","Gender...9","Female?","Finance?","Non-Business","Assigned Section","Survey Y/N","Day/Evening","Food Service","Apparel/Sewing","Other Consumer","Cottage Food","random_id","CompanyLetter","Learning Team","Faculty"
"359","Fall","2023","Registered(06/06/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Very Interested","Indifferent or No Opinion","667IQAX3607ZP720","G",3,"Drew Eagar"
"360","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","806JRSL1786YM346","D",2,"Chris Boyce"
"361","Fall","2023","Registered(07/26/2023)",NA,"Business Management","SR","Female","Yes","No","No",2,"N","N/A","N/A","N/A","N/A","N/A","940CGSR3423HW776","B",3,"Mary Maroon"
"362","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"N","N/A","N/A","N/A","N/A","N/A","202XBRW4861LR582","F",3,"Kent Lundin"
"363","Spring","2023","Registered(03/20/2023)",NA,"Bus Mgmt Marketing","FR","Male","No","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","626FZUM1020QG708","G",2,"Brian Christensen"
"364","Winter","2023","Registered(11/07/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",7,"N",NA,"N/A","N/A","N/A","N/A","318MGVN5433JV136","G",2,"Jared Peterson"
"365","Fall","2022","Registered(06/07/2022)",NA,"Business Management","JR","Male","No","No","No",3,"Y","Daytime","No Opinion","Very Interested","Very Interested","Very Interested","685TTQM9045IW988",NA,NA,NA
"366","Winter","2023","Registered(11/03/2022)",NA,"Business Management","SR","Male","No","No","No",2,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","486LBSN9757VB435","B",3,"Robert Wilson"
"367","Spring","2023","Registered(03/10/2023)",NA,"Business Management","SO","Female","Yes","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Indifferent or No Opinion","Not Interested","718GEJZ8115XL970","G",2,"Brian Christensen"
"368","Winter","2023","Registered(12/05/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","544ODTS4977OL947","C",2,"Drew Eager"
"369","Spring","2022","Registered(03/09/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",7,"Y","Daytime Operations (8AM-2PM)","Very Interested","Very Interested","Not Interested","Not Interested","672LTSR5203ZM916",NA,NA,NA
"370","Spring","2023","Registered(03/07/2023)",NA,"Automotive Tech Mgmt","SR","Male","No","No","Yes",9,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","286ACVH8478IK186","I",1,"Dave Rowe"
"371","Fall","2022","Registered(06/07/2022)",NA,"Interdisciplinary","SR","Female","Yes","No","Yes",4,"Y","Daytime","Very Interested","Not Interested","No Opinion","Very Interested","666SOCD2976MP667",NA,NA,NA
"372","Spring","2022","Registered(03/08/2022)",NA,"Graphic Design","JR","Female","Yes","No","Yes",7,"Y",NA,"Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","170IPIJ7549ZN790",NA,NA,NA
"373","Spring","2023","Registered(03/06/2023)",NA,"Business Management","SR","Male","No","No","No",5,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","Very Interested","954GICV1009RA100","E",1,"Jared Eberhard"
"374","Fall","2023","Registered(06/05/2023)",NA,"Business Management","SR","Male","No","No","No",4,"N","N/A","N/A","N/A","N/A","N/A","545SGHO9814OL486","D",3,"Chris Boyce"
"375","Spring","2023","Registered(03/07/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",5,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","916ACTW7972KP983","E",2,"Jared Eberhard"
"376","Spring","2022","Registered(03/07/2022)",NA,"Business Management","JR","Female","Yes","No","No",3,"Y","Daytime Operations (8AM-2PM)","Very Interested","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","144GKWR9782IU929",NA,NA,NA
"377","Winter","2023","Registered(11/14/2022)",NA,"Business Management","SO","Female","Yes","No","No",2,"N",NA,"N/A","N/A","N/A","N/A","188GGYL2620AL588","B",1,"Robert Wilson"
"378","Spring","2023","Registered(03/07/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",5,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","254WXPF6931PQ836","E",2,"Jared Eberhard"
"379","Spring","2022","Registered(03/10/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",4,"Y",NA,"Indifferent or No Opinion","Very Interested","Not Interested","Indifferent or No Opinion","175LQGT7699VA367",NA,NA,NA
"380","Spring","2023","Registered(03/16/2023)",NA,"Business Management","FR","Male","No","No","No",6,"N",NA,"N/A","N/A","N/A","N/A","792DWNR3326LE855","F",2,"Kent Lundin"
"381","Fall","2022","Registered(06/07/2022)",NA,"Business Management","JR","Female","Yes","No","No",4,"Y","Daytime","No Opinion","Very Interested","Not Interested","No Opinion","759QUKP9877JZ972",NA,NA,NA
"382","Spring","2022","Registered(03/08/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",3,"Y",NA,"Very Interested","Very Interested","Not Interested","Not Interested","611JGZY9882OC472",NA,NA,NA
"383","Spring","2022","Registered(03/14/2022)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",5,"N",NA,"N/A","N/A","N/A","N/A","421WAGE5976PO856",NA,NA,NA
"384","Spring","2023","Registered(03/07/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",1,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","473SZYM3296SG322","A",2,"Scott Pope"
"385","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",3,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","700WDNI9740KB919","C",2,"Rob Tietjen"
"386","Fall","2022","Registered(06/07/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",8,"Y","Daytime","Not Interested","Very Interested","No Opinion","Very Interested","844ZGKM7540TH384",NA,NA,NA
"387","Fall","2023","Registered(06/11/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",2,"N","N/A","N/A","N/A","N/A","N/A","131AOAA1092CU354","B",1,"Mary Maroon"
"388","Winter","2023","Registered(11/28/2022)",NA,"General Studies","SO","Male","No","No","Yes",1,"Y","Daytime Operations (8AM-2PM)","Not Interested","Indifferent or No Opinion","Very Interested","Not Interested","673JMOV4975HJ814","A",3,"Charlie Crump"
"389","Spring","2023","Registered(03/08/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"N",NA,"N/A","N/A","N/A","N/A","988XIOK1973SD974","D",1,"Jared Peterson"
"390","Fall","2023","Registered(06/05/2023)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","734JERC6048BZ459","H",3,"Brian Christensen"
"391","Fall","2022","Registered(07/24/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",3,"Y","Daytime","Very Interested","No Opinion","No Opinion","Very Interested","964YTES8304CX324",NA,NA,NA
"392","Spring","2023","Registered(03/06/2023)",NA,"Recreation Management","SR","Female","Yes","No","Yes",6,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","487KAUV6414QY360","F",1,"Kent Lundin"
"393","Winter","2023","Registered(11/07/2022)",NA,"Business Management","SR","Male","No","No","No",6,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Not Interested","Indifferent or No Opinion","306QFCV5154CZ596","F",3,"Chris Boyce"
"394","Winter","2023","Registered(11/07/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM)","Very Interested","Not Interested","Not Interested","Very Interested","626IZOO2409EK117","D",1,"Alan Thompson"
"395","Fall","2023","Registered(07/10/2023)",NA,"Business Management","JR","Female","Yes","No","No",7,"N","N/A","N/A","N/A","N/A","N/A","594ENFP8999XF350","G",1,"Drew Eagar"
"396","Fall","2023","Registered(06/06/2023)",NA,"Business Management","JR","Female","Yes","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Very Interested","165LRBZ6777LW466","H",1,"Brian Christensen"
"397","Spring","2023","Registered(03/09/2023)",NA,"Business Management","JR","Male","No","No","No",1,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Very Interested","Not Interested","789TNTJ8518ZR258","A",2,"Scott Pope"
"398","Fall","2022","Registered(06/10/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",5,"Y","Daytime","Not Interested","No Opinion","No Opinion","No Opinion","550PFTK7148FC918",NA,NA,NA
"399","Fall","2023","Registered(06/08/2023)",NA,"Business Management","JR","Male","No","No","No",3,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","684CPQB2289HI256","C",1,"Rob Tietjen"
"400","Fall","2023","Registered(06/08/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Indifferent or No Opinion","863QLNV8690HR546","D",1,"Chris Boyce"
"401","Fall","2023","Registered(06/08/2023)",NA,"Business Management","JR","Female","Yes","No","No",1,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Very Interested","Not Interested","217LMFU1931PO630","A",1,"Scott Pope"
"402","Fall","2023","Registered(06/11/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",1,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","Not Interested","884ZGXS8832CA835","A",3,"Scott Pope"
"403","Winter","2023","Registered(11/04/2022)",NA,"Professional Studies","SR","Male","No","No","Yes",3,"Y","Daytime Operations (8AM-2PM)","Not Interested","Very Interested","Not Interested","Very Interested","232GAUX3839TI443","C",2,"Drew Eager"
"404","Spring","2023","Registered(03/03/2023)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",6,"N",NA,"N/A","N/A","N/A","N/A","105EOXX7688WP918","F",2,"Kent Lundin"
"405","Fall","2022","Registered(08/15/2022)",NA,"Business Management Ops","JR","Male","No","No","No",7,"Y","Daytime","Very Interested",NA,NA,NA,"340QTCI6012IO564",NA,NA,NA
"406","Spring","2023","Registered(03/27/2023)",NA,"Business Management","SO","Male","No","No","No",4,"N",NA,"N/A","N/A","N/A","N/A","386FRXA4813KB684","D",2,"Jared Peterson"
"407","Fall","2022","Registered(06/13/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",6,"Y","Evening","Very Interested","No Opinion","Not Interested","Not Interested","789QEVR1990EA540",NA,NA,NA
"408","Fall","2022","Registered(06/03/2022)",NA,"Business Management","SR","Male","No","No","No",4,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","718EKEY6558TN122",NA,NA,NA
"409","Winter","2023","Registered(11/09/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",1,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","701HSZW4854TK119","A",2,"Charlie Crump"
"410","Fall","2023","Registered(06/04/2023)",NA,"Musical Arts","SR","Male","No","No","Yes",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","433CWBV7873XC324","H",2,"Brian Christensen"
"411","Spring","2022","Registered(03/21/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",6,"N",NA,"N/A","N/A","N/A","N/A","477KCKT2997CD846",NA,NA,NA
"412","Fall","2023","Registered(06/12/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",1,"N","N/A","N/A","N/A","N/A","N/A","332GMZS6286GO692","A",2,"Scott Pope"
"413","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",9,"N","N/A","N/A","N/A","N/A","N/A","228FEQN1609QE238","I",1,"Dave Rowe"
"414","Fall","2022","Registered(06/09/2022)",NA,"Business Management","JR","Female","Yes","No","No",6,"Y","Evening","No Opinion","Not Interested","Very Interested","Not Interested","205QZXF6185RB319",NA,NA,NA
"415","Spring","2022","Registered(03/14/2022)",NA,"Business Management","SO","Female","Yes","No","No",1,"Y","Evening Operations (8-11AM & 7-10PM)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","518CEUA1899QK666",NA,NA,NA
"416","Winter","2023","Registered(11/07/2022)",NA,"Business Finance","SR","Male","No","Yes","No",1,"N",NA,"N/A","N/A","N/A","N/A","110UOKR8152KN259","A",1,"Charlie Crump"
"417","Fall","2022","Registered(06/04/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",1,"Y","Daytime","No Opinion","Not Interested","No Opinion","Very Interested","116EUFP3346CD234",NA,NA,NA
"418","Winter","2023","Registered(11/04/2022)",NA,"Business Management Ops","SR","Male","No","No","No",3,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Very Interested","Indifferent or No Opinion","883PWKO4728GW424","C",1,"Drew Eager"
"419","Fall","2023","Registered(06/09/2023)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Not Interested","Very Interested","939YGNX5537MH724","H",1,"Brian Christensen"
"420","Fall","2023","Registered(06/08/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"N","N/A","N/A","N/A","N/A","N/A","184TYUO7954GB526","D",2,"Chris Boyce"
"421","Spring","2023","Registered(03/15/2023)",NA,"Bus Mgmt Marketing","FR","Female","Yes","No","No",9,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Not Interested","Very Interested","580TSDC3431SW322","I",1,"Dave Rowe"
"422","Fall","2022","Registered(06/07/2022)",NA,"Psychology","SR","Male","No","No","Yes",1,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","387LYKR9326DE702",NA,NA,NA
"423","Fall","2023","Registered(06/11/2023)",NA,"Art","SR","Male","No","No","Yes",9,"N","N/A","N/A","N/A","N/A","N/A","579VBVK8950NY756","I",3,"Dave Rowe"
"424","Winter","2023","Registered(12/29/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"N",NA,"N/A","N/A","N/A","N/A","362EQCO6997TN873","D",3,"Alan Thompson"
"425","Spring","2023","Registered(03/09/2023)",NA,"Business Management","JR","Female","Yes","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","316HZWM6471UE886","H",1,"Charlie Crump"
"426","Fall","2023","Registered(06/12/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",3,"Y","I'm fine with either option","Indifferent or No Opinion","Very Interested","Very Interested","Very Interested","530NTBD4839EI192","C",1,"Rob Tietjen"
"427","Fall","2022","Registered(06/06/2022)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",2,"Y","Daytime","No Opinion","Very Interested","Very Interested","Very Interested","168ISVG6577OR633",NA,NA,NA
"428","Spring","2023","Registered(03/09/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","Not Interested","347PCTR4557JK243","G",3,"Brian Christensen"
"429","Fall","2023","Registered(06/09/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","204OYUP8583CZ638","G",3,"Drew Eagar"
"430","Spring","2023","Registered(03/09/2023)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",5,"N",NA,"N/A","N/A","N/A","N/A","641DGCS8829WM413","E",3,"Jared Eberhard"
"431","Fall","2023","Registered(06/12/2023)",NA,"Business Management","SO","Male","No","No","No",1,"N","N/A","N/A","N/A","N/A","N/A","458WUNV9597VW281","A",2,"Scott Pope"
"432","Winter","2023","Registered(12/14/2022)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",7,"N",NA,"N/A","N/A","N/A","N/A","530BZVB6444OW799","G",2,"Jared Peterson"
"433","Winter","2023","Registered(11/04/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",8,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","440KVOH2780UZ666","H",3,"Jared Eberhard"
"434","Spring","2022","Registered(03/08/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",5,"Y",NA,"Indifferent or No Opinion","Very Interested","Not Interested","Indifferent or No Opinion","305JGYT1450TQ148",NA,NA,NA
"435","Fall","2022","Registered(06/10/2022)",NA,"Business Management","SO","Male","No","No","No",3,"Y","Daytime","Very Interested","Not Interested","No Opinion","Not Interested","263GPLU1886MK500",NA,NA,NA
"436","Fall","2022","Registered(06/06/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",2,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","998LDLS8683OW704",NA,NA,NA
"437","Fall","2023","Registered(06/12/2023)",NA,"Construction Management","SO","Male","No","No","Yes",1,"N","N/A","N/A","N/A","N/A","N/A","237KPLW6039HW476","A",1,"Scott Pope"
"438","Fall","2023","Registered(06/01/2023)",NA,"Business Management","FR","Female","Yes","No","No",5,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Very Interested","Not Interested","443KGEM7185UF248","E",3,"Jared Peterson"
"439","Fall","2022","Registered(06/12/2022)",NA,"Business Management","SR","Male","No","No","No",1,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","371CNSZ7552ME850",NA,NA,NA
"440","Fall","2023","Registered(06/06/2023)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",9,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Very Interested","Not Interested","149ZSZW3284ZV498","I",1,"Dave Rowe"
"441","Winter","2023","Registered(11/04/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",4,"Y","I'm fine with either option","Very Interested","Indifferent or No Opinion","Very Interested","Not Interested","109RCBL3962SK303","D",2,"Alan Thompson"
"442","Spring","2023","Registered(03/10/2023)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",8,"Y","I'm fine with either option","Very Interested","Very Interested","Not Interested","Very Interested","774CMGQ7675CB355","H",1,"Charlie Crump"
"443","Spring","2022","Registered(03/04/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",7,"N","Evening Operations (8-11AM & 7-10PM)","N/A","N/A","N/A","N/A","339EYMV2094HD577",NA,NA,NA
"444","Spring","2022","Registered(03/04/2022)",NA,"Business Management Ops","SR","Female","Yes","No","No",2,"Y","Daytime Operations (8AM-2PM)","Very Interested",NA,NA,NA,"684MPOL6846SA762",NA,NA,NA
"445","Winter","2023","Registered(11/13/2022)",NA,"Business Management","SR","Male","No","No","No",2,"N",NA,"N/A","N/A","N/A","N/A","750NFZU4357PQ834","B",1,"Robert Wilson"
"446","Winter","2023","Registered(12/06/2022)",NA,"Business Management","JR","Female","Yes","No","No",2,"Y","Daytime Operations (8AM-2PM)","Not Interested","Very Interested","Very Interested","Very Interested","403YMSU2934ZT819","B",2,"Robert Wilson"
"447","Fall","2023","Registered(06/13/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Not Interested","Very Interested","391ZWLR9900DO110","G",3,"Drew Eagar"
"448","Spring","2023","Registered(03/08/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Not Interested","Not Interested","801EZVS4407ID760","D",2,"Jared Peterson"
"449","Spring","2023","Registered(03/02/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",9,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Very Interested","135IKKT2761QL823","I",3,"Dave Rowe"
"450","Spring","2022","Registered(03/07/2022)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",2,"Y",NA,"Very Interested","Very Interested","Indifferent or No Opinion","Not Interested","831XNYK4386ZX712",NA,NA,NA
"451","Fall","2022","Registered(06/08/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"Y","Evening","Very Interested","No Opinion","Very Interested","No Opinion","513OUVP4497WG335",NA,NA,NA
"452","Spring","2022","Registered(03/22/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",5,"N","Daytime Operations (8AM-2PM)","N/A","N/A","N/A","N/A","101RZRW2236CH497",NA,NA,NA
"453","Spring","2022","Registered(03/08/2022)",NA,"Business Management","JR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","219KWCU9776JI657",NA,NA,NA
"454","Spring","2023","Registered(03/09/2023)",NA,"Business Management","SO","Male","No","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","715PUWX9102QZ531","H",3,"Charlie Crump"
"455","Spring","2023","Registered(03/10/2023)",NA,"Recreation Management","JR","Male","No","No","Yes",3,"Y","I'm fine with either option","Very Interested","Not Interested","Not Interested","Indifferent or No Opinion","826CWVV5865RK538","C",2,"Chris Boyce"
"456","Fall","2022","Registered(06/13/2022)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",3,"Y","Daytime","Very Interested","No Opinion","Very Interested","No Opinion","178WTYW6908IV327",NA,NA,NA
"457","Winter","2023","Registered(12/13/2022)",NA,"Business Management","SO","Male","No","No","No",6,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","422NTEI8989UY255","F",3,"Chris Boyce"
"458","Spring","2023","Registered(03/13/2023)",NA,"Business Management","SO","Male","No","No","No",6,"N",NA,"N/A","N/A","N/A","N/A","815LFFW4348KK201","F",3,"Kent Lundin"
"459","Fall","2023","Registered(06/08/2023)",NA,"Exercise Physiology","JR","Male","No","No","Yes",2,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","917KKHR2520IF384","B",1,"Mary Maroon"
"460","Spring","2023","Registered(03/06/2023)",NA,"Therapeutic Recreation","SR","Female","Yes","No","Yes",7,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Not Interested","Not Interested","631VFDK9805XS294","G",1,"Brian Christensen"
"461","Winter","2023","Registered(11/30/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",5,"Y","I'm fine with either option","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","558FQCA5143SW111","E",1,"Rob Tietjen"
"462","Spring","2023","Registered(03/09/2023)",NA,"Business Management","JR","Male","No","No","No",2,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Very Interested","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","913JFOY5098YT583","B",3,"Rob Tietjen"
"463","Fall","2023","Registered(06/02/2023)",NA,"Business Management","SR","Female","Yes","No","No",2,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","552QLOM4109VP603","B",2,"Mary Maroon"
"464","Winter","2023","Registered(11/09/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",3,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Not Interested","Very Interested","574HUYO9594HO363","C",1,"Drew Eager"
"465","Spring","2022","Registered(03/14/2022)",NA,"Business Management","SO","Female","Yes","No","No",2,"Y",NA,"Very Interested","Very Interested","Very Interested","Indifferent or No Opinion","504EVAS6295YE165",NA,NA,NA
"466","Spring","2023","Registered(03/05/2023)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",7,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Very Interested","281FGRP3333JR795","G",3,"Brian Christensen"
"467","Fall","2023","Registered(06/07/2023)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",6,"N","N/A","N/A","N/A","N/A","N/A","665PJTL6537NQ608","F",2,"Kent Lundin"
"468","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",7,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Not Interested","Very Interested","578RZIX3472DJ274","G",3,"Drew Eagar"
"469","Winter","2023","Registered(11/05/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM)","Not Interested","Indifferent or No Opinion","Very Interested","Very Interested","501HYKB7804KS484","F",1,"Chris Boyce"
"470","Spring","2023","Registered(03/08/2023)",NA,"Business Management","JR","Male","No","No","No",2,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Not Interested","386PLNG1692IM685","B",1,"Rob Tietjen"
"471","Spring","2022","Registered(03/04/2022)",NA,"Interdisciplinary","JR","Female","Yes","No","Yes",1,"Y",NA,"Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","573VEBB8675UU324",NA,NA,NA
"472","Fall","2023","Registered(06/06/2023)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",2,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","122LNOM3803TU232","B",3,"Mary Maroon"
"473","Winter","2023","Registered(11/10/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",4,"Y","Daytime Operations (8AM-2PM)","Very Interested","Very Interested","Not Interested","Very Interested","514NZMC6249NU748","D",3,"Alan Thompson"
"474","Spring","2023","Registered(03/13/2023)",NA,"FCS Apparel Entrepreneur","JR","Male","No","No","Yes",2,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Very Interested","Very Interested","Very Interested","Very Interested","751OUYZ1928GZ970","B",1,"Rob Tietjen"
"475","Fall","2022","Registered(06/11/2022)",NA,"Business Management","JR","Male","No","No","No",8,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","709NVPR9821BC821",NA,NA,NA
